state,district,daily_cylinders,annual_cylinders,district_share
mizoram,Mamit,482.78246691802667,176215.60042507973,0.07871265742258063
himachal pradesh,Kinnaur,463.26013596861276,169089.94962854366,0.01225431569084413
mizoram,Kolasib,469.31594194459416,171300.31880977686,0.07651708065759757
arunachal pradesh,West Kameng,314.76529318956347,114889.33201419067,0.06066731371144742
arunachal pradesh,Upper Subansiri,312.8942569249966,114206.40377762377,0.060306693444588416
arunachal pradesh,Lower Subansiri,311.32693596590065,113634.33162755374,0.06000461073607728
arunachal pradesh,East Kameng,295.05379490734333,107694.63514118032,0.05686815390608119
nagaland,Kiphire,210.65964451893407,76890.77024941094,0.03740405620009483
mizoram,Serchhip,363.0036248234901,132496.3230605739,0.059183963631259766
lakshadweep,Lakshadweep,173.58904109589042,63360.00000000001,1.0
mizoram,Saiha,316.25370852925346,115432.6036131775,0.051561876256600865
puducherry,Yanam,403.21087733272003,147171.97022644282,0.044573794045128304
arunachal pradesh,Lower Dibang Valley,202.77683604764422,74013.54515739014,0.03908285377101118
dadra & nagar haveli and daman & diu,Diu,,,0.0887187455277738
nagaland,Longleng,143.7076576116678,52453.29502825875,0.02551627443388988
arunachal pradesh,Tawang,187.39234347546443,68398.20536854451,0.03611767350062548
sikkim,North Sikkim,280.28913445694,102305.53407678311,0.07158638468203027
puducherry,Mahe,303.10764833971575,110634.29164399624,0.033507672163935666
andaman and nicobar islands,Nicobars,253.93045938810283,92684.61767665754,0.09680462240626832
arunachal pradesh,Upper Siang,132.43487147194517,48338.72808725999,0.025525266183286155
himachal pradesh,Lahul and Spiti,173.8251201449494,63446.168852906536,0.004598081578509576
arunachal pradesh,Anjaw,79.36718359135516,28969.022010844634,0.015297092562333468
arunachal pradesh,Dibang Valley,30.011571666518954,10954.223658279418,0.0057843779878545415
